row,column,depth
39.3255500793457,19.788949966430664,2.9611105918884277
32.17549133300781,13.78908634185791,2.8783466815948486
20.252744674682617,57.787715911865234,3.8821115493774414
17.596433639526367,60.47281265258789,3.956599235534668
22.843116760253906,9.825882911682129,2.885662317276001
17.285673141479492,62.400657653808594,4.054245471954346
23.53119468688965,38.15568542480469,3.344327688217163
20.253253936767578,43.615509033203125,3.5625791549682617
55.35533142089844,70.4809799194336,3.8014450073242188
29.838699340820312,22.015544891357422,3.0051491260528564
11.182256698608398,38.700477600097656,3.9928340911865234
24.85740089416504,3.6153523921966553,2.765003204345703
33.72720718383789,22.172794342041016,2.97638201713562
52.61546325683594,59.53665542602539,4.172488212585449
23.758405685424805,47.783538818359375,3.567436695098877
22.142410278320312,33.20509719848633,3.2744946479797363
51.79014587402344,133.68658447265625,4.322429180145264
54.463321685791016,145.3773193359375,4.437397480010986
55.289344787597656,147.73284912109375,4.3119049072265625
50.334930419921875,133.8537139892578,4.610324859619141
47.7772216796875,134.61126708984375,5.212116718292236
53.721683502197266,131.28851318359375,4.194757461547852
52.47532653808594,130.7480926513672,4.263134956359863
48.48216247558594,140.19873046875,4.8233160972595215
52.33716583251953,128.81736755371094,4.369558811187744
56.5885009765625,138.82928466796875,4.174936294555664
45.36777114868164,140.9048614501953,5.357654094696045
51.78739929199219,92.2546615600586,4.032761096954346
37.12590408325195,152.258544921875,6.745810508728027
42.175357818603516,145.3985595703125,6.249791145324707
55.064414978027344,90.63768005371094,3.929939031600952
45.861473083496094,123.01443481445312,5.000838279724121
55.064414978027344,90.63768005371094,3.929939031600952
43.380977630615234,141.11183166503906,5.601688861846924
49.940181732177734,109.85348510742188,4.755889892578125
47.976722717285156,122.16990661621094,4.99190092086792
47.302589416503906,82.564208984375,4.379897594451904
53.14042282104492,143.164794921875,4.4389495849609375
45.97087097167969,148.9111328125,5.277091979980469
47.923583984375,210.66909790039062,3.566787004470825
40.914066314697266,227.15830993652344,3.5478031635284424
45.14179611206055,226.57723999023438,3.538442850112915
45.14179611206055,226.57723999023438,3.538442850112915
47.923583984375,210.66909790039062,3.566787004470825
45.035247802734375,222.62770080566406,3.5462520122528076
47.923583984375,210.66909790039062,3.566787004470825
45.035247802734375,222.62770080566406,3.5462520122528076
49.3756103515625,222.05099487304688,3.5438220500946045
49.3756103515625,222.05099487304688,3.5438220500946045
48.86965560913086,218.15933227539062,3.5496861934661865
48.86965560913086,218.15933227539062,3.5496861934661865
39.543701171875,217.06527709960938,3.56352162361145
48.36144256591797,214.29539489746094,3.557478904724121
44.18046569824219,214.85830688476562,3.5636134147644043
